forCustomerClub,salesCount,availableColors,mockupBackImageUrl,preDesignedProductCategory,description,stockQuantity,isGreetingProduct,twoSidedPrintingCost,imageSlots,tips,designName,price,imageUrl,backImageUrl,suitableFor,productType,height,bulkDiscounts,shapeMaskUrl,orientation,additionalImages,active,availableSizes,material,name,width,mountingOptions,hasTwoSidedPrinting,photoMaskUrl,category,mockupImageUrl,baseGraphicUrl,dimensions,id,created_date,updated_date,created_by_id,created_by,is_sample
"false","0","","","","","","true","","","","","119","","","[""men"",""women"",""office"",""home""]","","","[]","","any","","true","","","אבן בזלת לב גדול","","[""standing""]","","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc4a","2025-09-27T08:24:21.026000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","","","","40","","","[""children"",""home""]","","10","[]","","landscape","","true","","","מסגרת שלג מלבנית","15","[""standing""]","","","ילדים ונוער","","","","68d79f35d4496d149539cc35","2025-09-27T08:24:21.026000","2025-09-27T18:12:31.975000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","מתאים בעיקר לגרפיקה, פחות לתמונות","","","","[]","","","50","","","[""men"",""women"",""teachers"",""office"",""gifts"",""children""]","","21","[]","","portrait","","true","","","מחברת קנבס","14","[""not_relevant""]","","","הדפסות","","","","68d79f35d4496d149539cc36","2025-09-27T08:24:21.026000","2025-10-21T21:05:57.965000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[""שחור"",""לבן"",""עץ דובדבן""]","","","גודל 30-30","","","","","","","49","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/876385945_WhatsAppImage2025-10-22at1117081.jpeg","","[""office"",""home"",""gifts"",""men"",""women"",""teachers""]","","30","[]","","any","","true","","","מסגרת אינסטגרם  גדולה","30","[""hanging""]","","","תמונות במסגרת","","","","68d79f35d4496d149539cc31","2025-09-27T08:24:21.026000","2025-10-22T08:47:51.592000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","0","","","","","","69","","","[]","","8","[]","","any","","true","","","כוס תרמית איכותית תחתית עץ","8","[""not_relevant""]","","","ללא קטגוריה","","","","68d79f35d4496d149539cc50","2025-09-27T08:24:21.026000","2025-10-18T18:32:55.830000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","","","","49","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/598643f33_146836.jpg","","[""children"",""home""]","","21","[]","","landscape","","true","","","תיבת צעצועים מכסה כחול","24","[""not_relevant""]","","","ילדים ונוער","","","","68d79f35d4496d149539cc49","2025-09-27T08:24:21.026000","2025-10-18T18:35:01.080000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","42","[]","","","הדפסה אישית על ספל קפה איכותי. עמיד בשטיפה במדיח כלים. ניתן להדפיס תמונות, לוגואים או כל טקסט שתבחרו. מתנה מושלמת לכל אירוע.","","","","","","","39","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/2fe068cb9_143119.jpg","","[""men"",""women"",""children"",""teachers"",""office"",""home"",""gifts""]","","9","[]","","landscape","","true","","","ספל קרמיקה","22","[""not_relevant""]","","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc62","2025-09-27T08:24:21.026000","2025-10-22T21:26:58.062000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","","","","120","","","[]","","","[]","","any","","true","","","מגש שיש, שלישית בלוקים, זוג נרות זכוכית","","[""standing""]","","","המומלצים שלנו","","","","68d79f35d4496d149539cc53","2025-09-27T08:24:21.026000","2025-09-27T18:12:50.541000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","28","[]","","","בקבוק תרמי סוויס עם פקק עץ, שמאפשר לכם להדפיס את התמונות והעיצובים האישיים שלכם. מתנה מיוחדת שיכולה לשדרג כל רגע ביום ולשמור על חום המשקה שלכם, עם טאץ' אישי שאין כמותו.","0","false","10","","","","89","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/feddbb9dd_146832.jpg","","[""men"",""women"",""teachers"",""gifts""]","regular","9","[]","","portrait","[""https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/ba468b57f_IMG_20241105_145846.jpg""]","true","[]","","בקבוק תרמי סוויס פקק עץ","8","[""not_relevant""]","false","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc4e","2025-09-27T08:24:21.026000","2025-12-03T08:46:39.069000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[""שחור"",""לבן"",""עץ כהה""]","","","","","","","","","","20","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/4383dcc51_WhatsAppImage2025-10-22at111710.jpeg","","[""children"",""teachers"",""office"",""home""]","","15","[]","","any","","true","","","מסגרת איי 5","21","[""hanging"",""standing"",""both""]","","","תמונות במסגרת","","","","68d79f35d4496d149539cc46","2025-09-27T08:24:21.026000","2025-10-22T08:46:44.398000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","18","[]","","","מחזיק עץ צד אחד בהדפסה ישירה","","false","10","","","","35","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/1eba52f71_148061.png","","[""men"",""women"",""children"",""teachers"",""gifts""]","regular","7","[]","","any","","true","[]","","מחזיק מפתחות עץ מלבן","5","[""not_relevant""]","false","","הדפסות","","","","68d79f35d4496d149539cc3a","2025-09-27T08:24:21.026000","2025-11-21T21:22:07.941000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","שימו לב שטח ההדפסה הוא מקסימום 29*20 ולא כל שטח הכרית","","true","","","","","35","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/70ee6748d_146839.jpg","","[""men"",""women"",""children"",""home"",""gifts""]","","21","[]","","any","","true","","","ציפית לכרית שינה","29","[""not_relevant""]","","","טקסטיל","","","","68d79f35d4496d149539cc41","2025-09-27T08:24:21.026000","2025-11-10T10:37:52.473000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","[]","","","65","","","[""women"",""teachers"",""office"",""home"",""gifts""]","","","[]","","any","","false","","","מסגרת בוהו 3 תמונות","","[""hanging"",""standing"",""both""]","","","תמונות במסגרת","","","","68d79f35d4496d149539cc43","2025-09-27T08:24:21.026000","2025-10-21T21:04:32.790000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","33","[]","","","ספל הפלא - כשקר הספל שחור - כששמים בפנים קפה, שוקו או כל משקה חם שאוהבים התמונה שהדפסתם מתגלה","36","false","10","","","","50","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/8c9c4ee42_143118.jpg","","[""men"",""women"",""children"",""teachers"",""office"",""home"",""gifts""]","regular","9","[]","","landscape","[]","true","[]","","ספל פלא","22","[""not_relevant""]","false","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc54","2025-09-27T08:24:21.026000","2026-03-11T10:05:27.211000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","גודל 20*20. מתאים לחדרים או חללים קטנים
ניתן לשלב כמה יחידות לעיצוב קיר אלגנטי ","","","","","","","69","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/c6939666a_143017.jpg","","[""women"",""office"",""home"",""gifts""]","","20","[]","","any","","true","","","קנבס ריבוע קטן","20","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc5f","2025-09-27T08:24:21.026000","2025-10-26T10:42:29.726000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","[]","","","45","","","[""women"",""children"",""teachers"",""gifts"",""office"",""home""]","","9","[]","","landscape","","true","","","ספל ידית לב ורודה","22","[""not_relevant""]","","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc3c","2025-09-27T08:24:21.026000","2025-10-21T21:03:37.137000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","","","","59","","","[""children"",""home""]","","","[]","","any","","false","","","קוביה מסתובבת","","[""standing""]","","","ילדים ונוער","","","","68d79f35d4496d149539cc33","2025-09-27T08:24:21.026000","2025-10-18T18:46:46.442000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","קנבס בגודל 30*30
מתאים לחדרים.
ניתן לשלב כמה יחידות לעיצוב קיר אלגנטי ","","","","","","","89","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/58bb71ce4_143017.jpg","","[""men"",""women"",""office"",""home"",""gifts""]","","30","[]","","any","","true","","","קנבס ריבוע בינוני","30","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc59","2025-09-27T08:24:21.026000","2025-10-26T10:43:21.791000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","ניתן להעלות 2 קבצים","","false","10","[]","","","40","","","[""men"",""women"",""children"",""teachers"",""office"",""home"",""gifts""]","regular","6","[]","","any","","false","[]","","מחזיק מפתחות פלסטיק דו צדדי","4","[""not_relevant""]","false","","הדפסות","","","","68d79f35d4496d149539cc3e","2025-09-27T08:24:21.026000","2025-11-21T21:22:07.922000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","גודל תמונה 10*10","","","","","","","25","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/76fa1e349_WhatsAppImage2025-10-22at111707.jpeg","","[""women"",""children"",""teachers"",""office"",""home"",""gifts""]","","10","[]","","any","","true","","","מסגרת פרח קטנה","10","[""both""]","","","תמונות במסגרת","","","","68d79f35d4496d149539cc32","2025-09-27T08:24:21.026000","2025-10-22T08:43:24.938000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[""צהוב"",""שחור"",""עץ דובדבן""]","","","גודל 20*20","","","","","","","29","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/c3a3de734_WhatsAppImage2025-10-22at1117102.jpeg","","[""gifts"",""home"",""office"",""teachers"",""women"",""men""]","","20","[]","","any","","true","","","מסגרת אינסטגרם בינוני","20","[""hanging"",""standing"",""both""]","","","תמונות במסגרת","","","","68d79f35d4496d149539cc45","2025-09-27T08:24:21.026000","2025-10-22T08:42:55.050000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","50","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/8a53b431b_146826.jpg","","[]","","20","[]","","any","","true","","","בלוק עץ גדול","15","[""standing"",""both"",""hanging""]","","","wood_block","","","","68d79f35d4496d149539cc61","2025-09-27T08:24:21.026000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","129","","","[""men"",""office""]","","9","[]","","any","","true","","","אבן בזלת משולב חריטה","9","[""standing""]","","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc4c","2025-09-27T08:24:21.026000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","","","false","10","","","","49","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/1dd8fade1_146803.jpg","","[""children"",""home""]","regular","10","[]","","landscape","[""https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/007beb0de_156391.jpg""]","true","[]","","מנורת לילה לילדים","15","[""not_relevant""]","false","","ילדים ונוער","","","","68d79f35d4496d149539cc48","2025-09-27T08:24:21.026000","2025-12-03T08:15:06.956000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","[]","","","49","","","[""men"",""women"",""children"",""teachers"",""gifts""]","","10","[]","","any","","true","","","בקבוק נירוסטה גליל","10","[""not_relevant""]","","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc52","2025-09-27T08:24:21.026000","2025-10-21T21:03:36.267000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","","20","false","10","","","","65","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/7152bc443_143117.jpg","","[""men"",""women"",""teachers"",""office"",""gifts""]","regular","7","[]","","any","[""https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/bac5a7cb8_IMG20230523131107.jpg"",""https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/0e747a308_IMG20230604224514.jpg""]","true","[]","","כוס תרמית האג מאג","7","[""not_relevant""]","false","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc51","2025-09-27T08:24:21.026000","2026-01-26T20:19:32.186000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","28","[]","","","קנבס בגודל 20*30 ס''מ 
כולל עיטוף גלריה ללא תוספת תשלום 
מתאים לחדרים, לברכה להוקרה וכדומה ","","","","","","","79","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/506196886_143033.jpg","","[""men"",""women""]","","20","[]","","any","","true","","","קנבס מלבני איי 4","30","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc5a","2025-09-27T08:24:21.026000","2025-10-26T10:41:53.057000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","149","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/583b1c7d7_146823.jpg","","[""women"",""men"",""teachers"",""office"",""home""]","","15","[]","","any","","true","","","קריסטל עבה","20","[""standing""]","","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc3f","2025-09-27T08:24:21.026000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","30","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/7bf63b10f_146828.jpg","","[]","","10","[]","","any","","true","","","בלוק עץ קטן ריבוע","10","[""hanging"",""standing"",""both""]","","","wood_block","","","","68d79f35d4496d149539cc5e","2025-09-27T08:24:21.026000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","","0","true","10","","","","69","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/45185a4bb_147287.jpg","","[""men"",""women"",""office"",""home""]","regular","15","[]","","any","[]","true","[]","","אבן בזלת ריבוע בינוני","15","[""standing""]","false","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc4d","2025-09-27T08:24:21.026000","2026-01-26T20:19:32.199000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","39","[]","","","קנבס במידה 60*40 ס''מ 
כולל עיטוף גלריה ללא תוספת תשלום","","","","","","","149","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/48b93c236_143033.jpg","","[""men"",""women"",""office"",""home"",""gifts""]","","40","[]","","any","","true","","","קנבס מלבן גדול","60","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc56","2025-09-27T08:24:21.026000","2025-10-22T21:23:45.026000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","","10","true","","","","","129","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/62950094a_147286.jpg","","[""men"",""women"",""office"",""home""]","","20","[]","","any","","true","","","אבן בזלת גדולה","29","[""standing""]","","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc4b","2025-09-27T08:24:21.026000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","מארז מושלם ורומנטי הכולל זוג זכוכיות בהדפסה ישירה, סוקולנט בכיתוב אהבה ומגש עץ בעיצוב שיש.","","","","","","","189","","","[""women"",""office"",""home""]","","","[]","","any","","true","","","מארז אהבה","","[""standing""]","","","המומלצים שלנו","","","","68d79f35d4496d149539cc3d","2025-09-27T08:24:21.026000","2025-09-27T18:12:37.152000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","27","[]","","","","","","10","[{""slotId"":""slot_1760815300914"",""label"":""תמונה 1"",""targetWidth"":10,""targetHeight"":15,""description"":""צד ימין"",""shapeMaskUrl"":null},{""slotId"":""slot_1760815318866"",""label"":""תמונה 2"",""targetWidth"":10,""targetHeight"":10,""description"":""צד שמאל"",""shapeMaskUrl"":null}]","","","59","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/f22d50f99_146845.jpg","","[""men"",""office"",""gifts"",""teachers"",""home"",""women""]","","","[]","","any","","true","[]","","מסגרת בוהו מעוצבת 2 תמונות","","[""hanging"",""standing"",""both""]","false","","תמונות במסגרת","","","","68d79f35d4496d149539cc44","2025-09-27T08:24:21.026000","2025-11-08T19:40:55.954000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","קנבס בגודל 30*40. מתאים לילדים קטנים, מסדרון וחדרים. ","","","","","","","99","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/511ccd6a6_143033.jpg","","[""men"",""women"",""office"",""home"",""gifts""]","","40","[]","","any","","true","","","קנבס מלבן בינוני","30","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc57","2025-09-27T08:24:21.026000","2025-10-26T10:41:31.115000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","גודל 40*40","","","","[]","","","129","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/4c4380d9a_143017.jpg","","[""women"",""men"",""office"",""home"",""gifts""]","","40","[]","","any","","true","","","קנבס ריבוע גדול","40","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc58","2025-09-27T08:24:21.026000","2025-10-21T21:01:54.425000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","79","","","[]","","19","[]","","any","","true","","","בלוק עץ בהדפסה ישירה גדול","26","[""standing""]","","","wood_block","","","","68d79f35d4496d149539cc39","2025-09-27T08:24:21.026000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","גודל הזכוכית 20*20 סנטימטרים 
הדפסה ישירה","","true","","","","","99","","","[""men"",""women"",""office"",""home"",""gifts"",""teachers""]","","20","[]","","any","","true","","","זכוכית דקה ריבוע","20","[""standing""]","","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc42","2025-09-27T08:24:21.026000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","","","","49","","","[""men"",""women"",""children"",""teachers"",""gifts""]","","21","[]","","portrait","","true","","","קופת חיסכון עץ","15","[""standing"",""not_relevant""]","","","המומלצים שלנו","","","","68d79f35d4496d149539cc38","2025-09-27T08:24:21.026000","2025-09-27T18:12:33.783000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","","","false","10","","","","65","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/2b0308743_.png","","[""men"",""women"",""teachers"",""gifts""]","regular","8","[]","","any","[""https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/4ad0b043e_156403.jpg""]","true","[]","","כוס תרמית לרכב","8","[""not_relevant""]","false","","כוסות_ובקבוקים","","","","68d79f35d4496d149539cc30","2025-09-27T08:24:21.026000","2025-12-03T08:46:00.995000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","","","","","","129","","","[]","","","[]","","any","","false","","","קולאז' 9 תמונות עיגול","","[""hanging""]","","","המומלצים שלנו","","","","68d79f35d4496d149539cc3b","2025-09-27T08:24:21.026000","2025-10-18T19:11:52.430000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","גודל 50-70. מתאים לסלון","","","","","","","179","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/2263f136a_143033.jpg","","[""women"",""men"",""office"",""home"",""gifts""]","","50","[]","","any","","true","","","קנבס מלבן ענק","70","[""hanging""]","","","canvas","","","","68d79f35d4496d149539cc55","2025-09-27T08:24:21.026000","2025-10-26T10:40:44.231000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","18","[]","","","גודל כ 18*13 סנטימטרים ","","true","","","מומלץ לא לשים פרטים חשובים בקצה התמונה בגלל הצורה הטבעית של האבן","","89","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/d5e0d77dc_146825.jpg","","[""men"",""office"",""gifts""]","","13","[]","","any","","true","","","אבן בזלת מלבנית בינוני","18","[""standing""]","","","אבני בזלת וזכוכיות","","","","68d79f35d4496d149539cc60","2025-09-27T08:24:21.026000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","99","","","[""men"",""women"",""children"",""teachers"",""home"",""office"",""gifts""]","","20","[]","","any","","true","","עץ","בלוק עץ 29x20","29","[""both""]","","","wood_block","","","29x20 ס״מ","68d6ee4c67abe31bf2cdca16","2025-09-26T19:49:32.981000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","45","","","[""women"",""men"",""children"",""teachers"",""office"",""home"",""gifts""]","","15","[]","","any","","true","","עץ","בלוק עץ 15x15","15","[""both""]","","","wood_block","","","15x15 ס״מ","68d6ee4c3544a4439f0bbd21","2025-09-26T19:49:32.209000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","[]","","","","","true","10","","","","50","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/8fdbac60a_15-20.png","","[""men"",""women"",""children"",""teachers"",""office"",""home"",""gifts""]","regular","15","[]","","any","","true","[]","עץ","בלוק עץ 20x15","20","[""both""]","false","","wood_block","","","20x15 ס״מ","68d6ee4b1748b225e6edc8c1","2025-09-26T19:49:31.799000","2025-11-13T12:41:23.747000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","","","true","","","","","30","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/eb09f15bf_146828.jpg","","[""men"",""women"",""children"",""gifts"",""home"",""office"",""teachers""]","","10","[]","","any","","true","","עץ","בלוק עץ 10x10","10","[""both""]","","","wood_block","","","10x10 ס״מ","68d6ee4b3cee746183fa79f7","2025-09-26T19:49:31.390000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","בלוק עץ איכותי להדפסה עמידה","","true","","","","","79","","","[""teachers"",""office"",""home"",""men"",""women"",""children"",""gifts""]","","20","[]","","any","","true","","עץ","בלוק עץ מרובע 20x20","20","[""both""]","","","wood_block","","","20x20 ס״מ","68d6ed2542ad9d6fd29fa1ba","2025-09-26T19:44:37.846000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","0","","","","הדפסה על הזכוכית, להעמדה על רגלית","","true","","","","","79","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/32fafd968_146821.jpg","","[""women"",""office"",""home""]","","16","[]","","any","","true","","זכוכית ","זכוכית 16*11","11","[""standing""]","","","אבני בזלת וזכוכיות","","","16*11","68d6eb2784a884a53fe28e22","2025-09-26T19:36:07.213000","2025-11-10T10:37:53.305000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
"false","75","[]","","","תמונה מודפסת על בלוק עץ אורן מלא","","true","","","","","40","https://base44.app/api/apps/68d6c74511c551c2152b265d/files/public/68d6c74511c551c2152b265d/f09da08cb_143115.png","","[""men"",""teachers"",""gifts"",""women"",""office"",""children"",""home""]","","10","[{""minQuantity"":3,""discountType"":""percentage"",""discountPercent"":16.666666666667,""fixedPrice"":null}]","","any","","true","","עץ","בלוק עץ 15*10","15","[""standing"",""hanging""]","","","wood_block","","","15*10","68d6d981bb0dbbfdfc5abdd4","2025-09-26T18:20:49.417000","2025-11-10T10:36:12.734000","68d6c74511c551c2152b265e","chaimovsky.d@gmail.com","false"
